Estadística del Padrón Continuo
30.- Murcia, Región de
Población por sexo, municipios y país de nacimiento
Unidades:   Personas

,Total,España,Extranjero,Europa (sin España),UE28 sin España,Alemania,Bulgaria,Francia,Italia,Polonia,Portugal,Reino Unido,Rumanía,Europa menos UE28,Rusia,Ucrania,África,Argelia,Marruecos,Nigeria,Senegal,América,Argentina,Bolivia,Brasil,Colombia,Cuba,Chile,Ecuador,Paraguay,Perú,República Dominicana,Uruguay,Venezuela,Asia,China,Pakistán,Oceanía ,
    Total,
        30 Murcia,
            1 de enero de 2020,36.601,30.817,5.784,1.585,1.331,135,140,298,41,25,28,56,504,254,58,132,1.136,57,1.005,15,16,2.893,132,250,182,718,136,20,846,68,67,64,49,150,168,129,10,2,
            1 de enero de 2019,36.028,30.585,5.443,1.576,1.327,127,142,278,39,26,26,51,536,249,57,135,1.062,49,943,14,18,2.643,129,238,156,608,134,20,832,69,62,60,48,116,159,126,6,3,
            1 de enero de 2018,35.572,30.379,5.193,1.613,1.372,124,146,276,41,32,33,51,572,241,51,140,958,40,848,16,15,2.460,121,236,129,515,134,16,838,68,70,58,45,96,161,130,6,1,
            1 de enero de 2017,35.309,30.273,5.036,1.609,1.391,127,147,277,44,32,29,53,585,218,47,123,914,44,808,18,12,2.353,116,232,120,482,126,19,834,57,61,55,47,83,160,136,7,0,
            1 de enero de 2016,34.914,29.991,4.923,1.607,1.397,130,133,275,44,33,19,47,615,210,43,123,874,42,768,20,11,2.276,110,235,113,435,126,18,832,57,55,56,47,83,166,146,4,0,
            1 de enero de 2015,34.714,29.702,5.012,1.705,1.489,138,133,289,41,42,32,47,653,216,45,123,830,40,724,19,10,2.309,116,240,107,443,128,16,872,61,57,44,48,71,168,147,5,0,
            1 de enero de 2014,34.403,29.373,5.030,1.748,1.526,147,136,307,49,45,33,56,622,222,47,125,800,40,690,23,10,2.349,113,251,121,450,120,18,903,65,57,40,46,72,133,112,5,0,
            1 de enero de 2013,34.158,28.979,5.179,1.853,1.620,155,152,329,52,46,40,69,649,233,48,137,770,37,662,22,14,2.430,112,255,151,473,120,17,914,70,60,40,49,75,126,105,3,0,
        30028 Moratalla,
            1 de enero de 2020,3.853,3.640,213,103,97,2,10,45,1,1,1,22,12,6,0,0,65,11,50,0,0,40,4,3,3,8,1,1,7,2,0,2,1,0,5,2,1,0,
            1 de enero de 2019,3.861,3.663,198,101,93,2,7,46,1,1,1,22,10,8,1,1,62,11,46,0,0,32,4,3,3,6,1,0,7,2,0,2,0,0,3,1,1,0,
            1 de enero de 2018,3.903,3.701,202,107,98,2,8,46,2,0,2,23,10,9,1,1,63,11,47,0,0,31,5,2,2,7,1,0,7,1,0,2,0,0,1,1,0,0,
            1 de enero de 2017,3.932,3.727,205,113,103,1,10,46,2,0,2,25,11,10,2,1,59,10,45,0,0,32,2,5,2,7,1,0,8,1,0,3,0,0,1,1,0,0,
            1 de enero de 2016,3.992,3.784,208,116,108,1,5,46,1,0,1,31,14,8,2,1,61,13,44,1,0,30,2,5,2,7,1,0,7,1,0,2,0,0,1,1,0,0,
            1 de enero de 2015,4.024,3.811,213,121,114,1,9,48,2,0,1,29,15,7,1,1,60,14,39,1,0,31,3,4,3,7,1,0,8,1,0,1,0,0,1,1,0,0,
            1 de enero de 2014,4.043,3.834,209,118,113,1,5,48,2,0,2,27,19,5,0,1,59,15,37,1,0,30,2,4,2,5,1,0,9,2,1,1,0,0,2,2,0,0,
            1 de enero de 2013,4.047,3.834,213,124,119,1,7,51,2,0,3,29,18,5,0,1,54,16,33,0,0,33,2,5,1,7,1,0,8,3,1,1,0,0,2,2,0,0,
        30029 Mula,
            1 de enero de 2020,8.299,7.091,1.208,216,209,4,1,109,3,3,17,18,43,7,0,2,321,5,307,3,1,655,3,167,11,63,5,3,331,9,12,12,1,6,15,12,0,1,
            1 de enero de 2019,8.212,7.089,1.123,229,221,4,1,109,5,1,17,23,46,8,0,3,285,5,270,4,2,596,2,151,10,40,5,3,334,8,10,6,1,5,13,11,0,0,
            1 de enero de 2018,8.171,7.087,1.084,230,223,4,2,111,4,1,16,24,46,7,0,3,260,5,244,4,2,580,3,154,12,36,6,3,325,8,8,8,0,5,14,12,1,0,
            1 de enero de 2017,8.155,7.088,1.067,232,223,4,1,113,2,0,16,25,46,9,0,3,244,5,231,3,1,575,2,151,11,30,6,1,342,9,6,7,0,5,16,13,0,0,
            1 de enero de 2016,8.163,7.101,1.062,239,231,4,1,114,2,0,18,30,47,8,0,3,224,5,209,3,3,585,2,144,10,24,3,0,371,10,6,6,0,5,14,11,0,0,
            1 de enero de 2015,8.206,7.110,1.096,236,226,6,1,114,2,0,17,31,43,10,0,5,221,6,206,4,2,626,5,146,9,23,4,1,408,7,6,6,0,6,13,11,0,0,
            1 de enero de 2014,8.254,7.080,1.174,306,292,12,2,122,2,1,26,71,43,14,1,6,196,6,184,4,1,660,2,147,10,21,3,1,448,7,4,7,0,6,12,10,0,0,
            1 de enero de 2013,8.275,7.089,1.186,329,316,13,2,123,2,1,35,90,36,13,1,5,166,6,158,1,1,679,3,157,8,20,2,0,462,8,3,8,0,6,12,10,0,0,
        30030 Murcia,
            1 de enero de 2020,234.474,201.901,32.573,9.026,5.496,418,909,1.179,263,134,84,926,1.067,3.530,379,2.625,7.402,275,6.287,239,149,14.979,690,2.391,570,2.466,413,156,3.803,394,265,424,156,1.028,1.148,789,56,18,
            1 de enero de 2019,231.715,201.251,30.464,8.875,5.361,414,901,1.183,219,134,80,859,1.081,3.514,377,2.638,6.901,241,5.843,237,148,13.555,676,2.386,551,2.015,385,159,3.770,333,220,440,140,744,1.113,773,51,20,
            1 de enero de 2018,228.671,200.407,28.264,8.640,5.269,415,955,1.137,185,127,66,826,1.089,3.371,348,2.554,6.285,233,5.307,233,132,12.283,664,2.337,480,1.743,346,133,3.737,317,187,392,131,523,1.042,750,44,14,
            1 de enero de 2017,226.695,199.504,27.191,8.449,5.159,396,933,1.133,148,126,77,794,1.120,3.290,350,2.487,5.970,236,5.027,234,131,11.752,645,2.371,455,1.606,343,122,3.778,280,189,411,128,386,1.007,760,40,13,
            1 de enero de 2016,225.468,198.715,26.753,8.278,5.073,396,928,1.122,130,127,77,765,1.102,3.205,343,2.429,5.737,227,4.824,239,122,11.753,637,2.439,464,1.580,350,125,3.918,261,181,425,131,318,972,767,34,13,
            1 de enero de 2015,224.712,197.876,26.836,8.204,5.127,396,944,1.127,125,136,82,757,1.115,3.077,344,2.306,5.579,223,4.694,238,110,12.103,658,2.539,494,1.609,337,136,4.135,269,183,484,129,290,936,761,25,14,
            1 de enero de 2014,224.486,197.139,27.347,8.335,5.313,410,992,1.138,134,133,103,799,1.143,3.022,352,2.252,5.547,227,4.626,278,114,12.493,670,2.722,552,1.627,315,140,4.333,281,181,469,130,275,959,784,24,13,
            1 de enero de 2013,223.342,196.021,27.321,8.236,5.196,412,953,1.116,123,135,101,777,1.130,3.040,342,2.292,5.453,225,4.524,282,112,12.704,693,2.932,587,1.600,295,151,4.461,295,184,334,130,278,915,756,15,13,
        30031 Ojós,
            1 de enero de 2020,243,234,9,5,5,0,0,1,0,0,0,1,3,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,
            1 de enero de 2019,240,234,6,3,3,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,
            1 de enero de 2018,238,234,4,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
            1 de enero de 2017,226,223,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
            1 de enero de 2016,231,229,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
            1 de enero de 2015,234,232,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            1 de enero de 2014,233,232,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            1 de enero de 2013,236,235,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
        30032 Pliego,
            1 de enero de 2020,1.862,1.661,201,105,99,2,4,24,2,0,30,18,13,6,0,1,60,0,58,0,0,31,1,6,2,1,2,0,4,1,1,1,0,1,5,2,2,0,
            1 de enero de 2019,1.856,1.655,201,114,107,1,5,23,2,0,29,27,13,7,0,2,55,0,53,0,0,27,1,5,2,0,2,0,5,0,2,1,0,1,5,3,2,0,
            1 de enero de 2018,1.853,1.657,196,122,114,1,4,24,1,0,35,26,16,8,1,2,49,0,47,0,0,20,1,6,2,0,2,0,4,0,1,1,0,1,5,3,2,0,
            1 de enero de 2017,1.865,1.672,193,129,120,0,8,24,1,0,39,26,16,9,1,2,40,0,39,0,0,20,1,4,3,0,2,0,5,0,1,1,0,1,4,2,2,0,
            1 de enero de 2016,1.902,1.695,207,146,137,0,12,24,1,0,50,28,15,9,1,3,38,0,36,0,0,20,1,6,2,1,1,0,3,0,1,3,0,1,3,1,2,0,
            1 de enero de 2015,1.923,1.706,217,155,147,0,15,23,1,0,50,37,17,8,1,3,34,0,32,0,0,24,1,9,2,0,1,0,4,1,1,2,0,1,4,1,3,0,
            1 de enero de 2014,1.908,1.699,209,155,147,1,7,23,1,0,55,37,18,8,1,3,29,0,28,0,0,21,1,7,2,0,1,0,4,1,1,1,0,0,4,1,3,0,
            1 de enero de 2013,1.892,1.704,188,138,130,2,5,22,1,0,50,30,15,8,1,3,24,0,23,0,0,25,0,3,2,0,1,2,9,2,1,1,0,1,1,1,0,0,
        30033 Puerto Lumbreras,
            1 de enero de 2020,7.782,6.382,1.400,387,350,6,14,171,2,1,3,32,102,37,13,5,543,2,533,0,3,457,22,19,18,48,13,6,186,13,4,8,2,5,13,10,1,0,
            1 de enero de 2019,7.616,6.348,1.268,390,356,6,12,172,1,1,4,26,113,34,11,4,478,1,469,0,3,388,22,15,15,40,13,5,172,11,3,9,2,3,12,9,1,0,
            1 de enero de 2018,7.462,6.291,1.171,403,369,6,15,175,1,1,8,21,122,34,10,4,413,1,404,0,3,343,21,17,16,31,11,5,161,12,3,10,2,3,12,9,1,0,
            1 de enero de 2017,7.479,6.295,1.184,461,426,10,21,179,3,0,12,27,157,35,12,3,372,1,362,0,4,334,25,14,17,28,9,5,175,12,3,10,2,2,17,12,2,0,
            1 de enero de 2016,7.417,6.252,1.165,485,448,10,19,179,3,2,15,34,166,37,15,3,339,1,330,0,3,323,26,12,14,23,6,6,182,10,3,8,2,2,18,11,2,0,
            1 de enero de 2015,7.337,6.185,1.152,495,457,11,18,182,1,2,15,41,170,38,15,3,293,1,284,0,4,350,25,15,15,21,3,6,208,9,3,8,2,2,14,9,2,0,
            1 de enero de 2014,7.314,6.173,1.141,507,471,11,17,186,1,2,14,46,174,36,14,3,265,1,257,0,3,355,24,17,13,25,6,6,206,13,3,8,1,2,14,8,2,0,
            1 de enero de 2013,7.276,6.149,1.127,520,486,13,16,184,1,2,16,62,170,34,13,3,224,2,217,0,3,369,23,13,14,28,2,6,218,16,3,9,2,2,14,10,1,0,
        30034 Ricote,
            1 de enero de 2020,585,557,28,20,18,2,0,3,0,0,0,13,0,2,1,0,5,0,5,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
            1 de enero de 2019,589,563,26,20,18,2,0,4,0,0,0,12,0,2,1,0,4,0,4,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
            1 de enero de 2018,613,589,24,19,17,1,0,5,0,0,0,10,0,2,2,0,3,0,3,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
            1 de enero de 2017,620,600,20,15,13,0,0,5,0,0,0,7,0,2,2,0,3,0,3,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
            1 de enero de 2016,631,610,21,17,15,0,0,5,0,0,0,9,0,2,2,0,3,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
            1 de enero de 2015,651,626,25,19,17,0,0,5,0,0,0,11,0,2,2,0,5,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
            1 de enero de 2014,674,647,27,23,21,0,0,5,0,0,0,15,0,2,2,0,3,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
            1 de enero de 2013,690,663,27,23,22,0,1,4,0,0,0,16,0,1,1,0,3,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
        30035 San Javier,
            1 de enero de 2020,16.471,12.476,3.995,1.461,1.132,68,88,80,20,44,23,376,247,329,87,177,1.339,14,1.298,2,2,1.107,65,141,49,116,57,18,475,27,31,22,7,38,83,47,1,5,
            1 de enero de 2019,16.171,12.414,3.757,1.381,1.063,68,81,76,15,45,23,345,225,318,78,174,1.230,8,1.195,2,2,1.059,59,147,40,106,54,16,477,30,28,20,6,25,83,54,1,4,
            1 de enero de 2018,15.872,12.308,3.564,1.317,1.028,76,91,73,14,36,22,326,215,289,59,171,1.174,8,1.138,1,2,997,62,148,31,95,49,14,459,21,22,20,6,23,71,42,1,5,
            1 de enero de 2017,15.735,12.235,3.500,1.319,1.016,87,87,68,11,31,21,315,228,303,62,174,1.128,8,1.095,1,2,983,67,143,32,90,53,12,457,21,23,17,5,25,66,37,1,4,
            1 de enero de 2016,15.752,12.125,3.627,1.418,1.096,95,97,78,16,32,26,345,229,322,77,162,1.117,7,1.086,1,2,1.018,70,144,33,87,53,18,480,19,25,15,6,27,73,38,1,1,
            1 de enero de 2015,15.748,11.988,3.760,1.527,1.197,109,109,79,19,32,25,398,241,330,85,153,1.112,9,1.081,1,2,1.044,79,162,34,89,47,18,491,20,26,16,7,23,76,38,1,1,
            1 de enero de 2014,15.726,11.889,3.837,1.578,1.257,115,116,77,16,33,29,422,256,321,73,150,1.111,10,1.080,1,2,1.069,89,163,32,93,42,23,512,17,20,16,7,20,78,39,1,1,
            1 de enero de 2013,16.052,11.734,4.318,1.995,1.622,152,124,90,18,41,31,632,283,373,81,147,1.120,11,1.087,1,2,1.127,88,178,29,94,50,24,530,25,24,15,7,21,75,37,0,1,
        30036 San Pedro del Pinatar,
            1 de enero de 2020,12.863,10.030,2.833,1.140,815,36,62,55,12,8,11,169,366,325,66,197,958,10,940,1,1,696,39,32,18,117,31,3,320,8,22,21,7,45,39,26,0,0,
            1 de enero de 2019,12.648,9.887,2.761,1.147,828,34,55,53,13,7,12,187,377,319,59,199,906,9,887,2,0,662,38,28,18,91,26,3,331,6,22,21,9,38,46,32,0,0,
            1 de enero de 2018,12.434,9.815,2.619,1.124,839,36,55,56,12,4,13,175,395,285,50,177,850,9,831,2,0,606,32,26,21,70,20,3,328,5,17,20,8,30,39,28,0,0,
            1 de enero de 2017,12.313,9.699,2.614,1.187,908,37,59,55,13,4,11,192,444,279,48,181,811,8,794,2,0,581,33,25,19,70,20,4,323,6,16,18,8,18,35,26,0,0,
            1 de enero de 2016,12.219,9.600,2.619,1.243,967,38,61,52,9,5,10,233,453,276,46,178,756,6,744,2,0,590,33,25,15,70,20,4,341,5,17,15,6,16,30,22,0,0,
            1 de enero de 2015,12.046,9.431,2.615,1.254,982,41,56,53,10,8,9,250,450,272,50,172,741,5,731,2,0,592,33,27,13,77,16,5,347,8,15,10,6,10,28,21,0,0,
            1 de enero de 2014,11.916,9.324,2.592,1.275,1.007,38,55,56,11,11,8,249,473,268,51,167,715,8,703,2,0,573,31,22,14,70,18,4,342,7,15,9,5,13,29,19,0,0,
            1 de enero de 2013,11.916,9.195,2.721,1.401,1.115,40,56,56,12,11,7,322,493,286,55,175,715,8,703,2,0,576,30,21,12,76,13,4,350,9,13,7,6,15,29,21,0,0,
        30901 Santomera,
            1 de enero de 2020,8.123,6.761,1.362,273,216,9,37,65,4,9,10,6,61,57,18,31,603,22,571,2,2,466,15,54,54,159,17,1,116,5,1,2,0,12,20,15,0,0,
            1 de enero de 2019,8.082,6.783,1.299,282,223,9,36,66,6,9,11,4,66,59,17,34,570,24,538,2,2,429,14,52,53,141,13,2,116,9,1,0,0,10,18,14,0,0,
            1 de enero de 2018,8.012,6.724,1.288,283,225,8,41,63,6,11,9,4,65,58,18,32,540,23,513,2,0,443,16,61,53,136,15,3,121,7,1,0,0,10,22,16,0,0,
            1 de enero de 2017,7.938,6.673,1.265,284,224,10,45,59,6,10,9,4,64,60,22,29,522,22,496,2,0,440,14,59,55,133,15,3,125,6,0,2,0,8,19,15,0,0,
            1 de enero de 2016,7.871,6.640,1.231,294,229,11,47,61,4,9,9,2,68,65,22,33,470,19,446,2,0,450,12,64,52,138,15,3,131,6,2,1,2,6,17,13,0,0,
            1 de enero de 2015,7.855,6.637,1.218,304,242,11,45,61,5,11,11,2,77,62,22,29,449,21,423,2,0,443,13,64,53,134,13,2,128,4,2,1,2,5,22,18,0,0,
            1 de enero de 2014,7.805,6.582,1.223,306,247,10,43,63,3,17,14,3,76,59,22,27,436,25,406,2,0,461,15,65,48,146,13,2,136,4,2,2,2,6,20,16,0,0,
            1 de enero de 2013,7.769,6.555,1.214,303,244,9,39,63,3,15,16,3,76,59,20,29,414,24,387,1,0,476,14,66,59,139,11,2,153,4,2,2,2,7,21,17,0,0,
        30037 Torre-Pacheco,
            1 de enero de 2020,17.667,13.162,4.505,968,854,25,17,57,2,25,6,518,123,114,17,48,2.083,10,2.034,1,4,1.199,19,55,33,132,14,5,726,69,10,11,3,54,254,33,10,1,
            1 de enero de 2019,17.199,13.039,4.160,888,769,20,14,58,2,22,6,440,132,119,22,50,1.938,4,1.895,1,5,1.099,16,60,29,107,11,5,700,61,11,14,3,27,234,31,7,1,
            1 de enero de 2018,17.072,13.020,4.052,866,759,22,18,59,2,19,9,409,135,107,23,47,1.851,3,1.813,1,5,1.084,17,62,28,93,9,8,723,59,10,13,2,13,250,30,7,1,
            1 de enero de 2017,16.817,12.957,3.860,789,693,19,15,56,2,16,9,361,137,96,16,44,1.802,4,1.767,1,5,1.045,14,58,25,81,9,7,715,62,9,13,2,12,223,26,2,1,
            1 de enero de 2016,16.591,12.838,3.753,821,722,24,14,55,2,29,12,375,133,99,14,45,1.697,3,1.667,1,5,1.036,14,53,25,64,9,6,734,53,10,15,3,12,198,24,3,1,
            1 de enero de 2015,16.494,12.713,3.781,823,724,24,13,52,2,27,12,374,141,99,13,45,1.681,3,1.654,1,5,1.081,12,53,22,67,7,8,775,53,11,13,1,17,195,27,2,1,
            1 de enero de 2014,16.362,12.623,3.739,843,744,24,15,54,2,28,17,388,137,99,14,45,1.595,3,1.573,1,2,1.145,12,57,22,70,6,8,842,48,11,14,1,14,155,24,2,1,
            1 de enero de 2013,16.054,12.382,3.672,795,697,19,14,54,3,27,14,365,126,98,12,48,1.565,6,1.540,1,1,1.186,13,60,25,69,7,6,883,54,11,16,1,7,125,15,4,1,
        30038 Torres de Cotillas, Las,
            1 de enero de 2020,10.695,9.690,1.005,289,256,38,6,135,5,2,5,7,37,33,4,15,281,15,160,11,60,415,11,42,23,51,11,11,181,12,11,16,5,18,20,18,0,0,
            1 de enero de 2019,10.562,9.618,944,288,254,38,6,135,4,3,6,7,35,34,4,15,263,16,152,10,55,372,11,43,17,34,10,9,170,11,12,23,4,13,20,18,1,1,
            1 de enero de 2018,10.507,9.597,910,289,255,40,10,132,4,3,6,6,40,34,4,14,241,16,137,10,47,361,10,40,16,31,9,9,179,9,9,22,5,12,19,18,0,0,
            1 de enero de 2017,10.536,9.615,921,311,277,41,13,133,3,5,6,12,52,34,3,15,226,19,126,10,43,365,14,37,16,28,10,8,187,9,8,17,5,14,19,18,0,0,
            1 de enero de 2016,10.532,9.614,918,316,278,40,17,131,5,5,5,10,53,38,2,18,220,18,122,10,40,365,11,36,13,28,7,9,199,10,8,14,4,14,17,16,0,0,
            1 de enero de 2015,10.545,9.584,961,339,304,46,16,134,6,6,7,9,67,35,2,16,217,21,125,10,37,388,11,33,15,37,8,9,216,9,8,13,4,11,17,15,0,0,
            1 de enero de 2014,10.509,9.515,994,351,318,49,16,136,4,5,7,10,77,33,3,16,220,20,130,9,37,407,14,36,16,38,8,9,215,10,8,16,4,15,16,14,0,0,
            1 de enero de 2013,10.573,9.493,1.080,409,374,55,21,140,5,6,12,12,105,35,5,17,216,22,122,11,36,441,15,38,20,43,8,11,237,8,10,15,4,15,14,11,0,0,
        30039 Totana,
            1 de enero de 2020,15.755,12.070,3.685,511,473,10,49,209,10,4,33,70,59,38,8,19,509,24,452,0,13,2.622,30,624,13,68,27,8,1.577,23,17,13,5,24,40,33,3,3,
            1 de enero de 2019,15.553,12.024,3.529,520,483,9,52,213,6,4,35,70,68,37,8,19,508,20,456,1,11,2.459,24,603,18,54,25,7,1.527,24,10,12,4,17,41,35,3,1,
            1 de enero de 2018,15.340,11.990,3.350,548,505,9,52,219,7,3,38,75,73,43,10,22,434,21,391,1,6,2.327,24,566,19,41,21,9,1.515,22,9,9,2,11,40,35,3,1,
            1 de enero de 2017,15.240,11.996,3.244,554,513,8,57,220,8,3,48,75,67,41,9,21,411,21,369,1,6,2.242,29,515,21,33,24,9,1.525,21,3,7,2,8,36,31,2,1,
            1 de enero de 2016,15.019,11.890,3.129,558,517,7,58,223,6,6,45,85,57,41,9,20,384,16,349,2,6,2.157,28,471,19,28,26,8,1.515,15,3,7,1,8,30,25,2,0,
            1 de enero de 2015,14.992,11.829,3.163,574,533,13,57,224,7,6,43,91,60,41,10,19,346,12,324,3,2,2.205,27,461,16,23,30,7,1.583,13,4,7,2,7,38,30,2,0,
            1 de enero de 2014,14.879,11.802,3.077,578,538,15,55,225,6,5,44,98,53,40,10,18,323,12,299,5,0,2.136,25,406,16,22,27,9,1.581,10,3,6,1,7,40,30,4,0,
            1 de enero de 2013,14.790,11.756,3.034,602,564,14,62,224,7,5,45,110,58,38,10,17,310,19,279,5,0,2.086,27,376,18,25,30,9,1.550,10,3,5,0,8,35,29,3,1,
        30040 Ulea,
            1 de enero de 2020,406,372,34,12,7,1,0,2,0,0,0,2,2,5,0,0,14,0,13,0,0,8,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,
            1 de enero de 2019,421,389,32,10,5,0,0,2,0,0,0,2,1,5,0,0,14,0,13,0,0,8,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,
            1 de enero de 2018,428,399,29,10,5,0,0,2,0,0,0,2,1,5,0,0,13,0,12,0,0,6,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,
            1 de enero de 2017,431,403,28,10,5,1,0,2,0,0,0,1,1,5,0,0,13,0,12,0,0,5,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,
            1 de enero de 2016,437,410,27,9,4,1,0,2,0,0,0,0,1,5,0,0,13,0,12,0,0,5,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,
            1 de enero de 2015,435,405,30,9,4,1,0,2,0,0,0,0,1,5,0,0,14,0,13,0,0,7,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,
            1 de enero de 2014,447,413,34,10,5,1,0,2,0,0,0,0,2,5,0,0,14,0,13,0,0,10,0,3,2,1,0,0,0,2,0,0,0,0,0,0,0,0,
            1 de enero de 2013,455,421,34,12,7,2,0,2,0,0,0,0,3,5,0,0,14,0,13,0,0,8,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,
        30041 Unión, La,
            1 de enero de 2020,10.120,8.941,1.179,128,112,4,6,30,1,6,3,17,27,16,2,5,675,3,662,0,4,365,11,10,15,132,12,3,77,23,14,7,4,36,10,8,0,1,
            1 de enero de 2019,9.954,8.874,1.080,137,120,4,6,30,1,6,4,18,30,17,4,6,618,3,604,0,5,313,8,10,12,111,9,2,71,22,13,5,4,31,11,8,0,1,
            1 de enero de 2018,9.822,8.812,1.010,136,115,5,7,28,1,6,5,18,25,21,5,7,578,3,566,0,3,282,8,11,15,93,13,3,67,21,16,4,4,18,13,10,0,1,
            1 de enero de 2017,9.733,8.746,987,134,118,6,6,29,2,5,7,17,31,16,4,3,567,2,554,0,5,273,7,9,13,87,15,3,72,24,12,6,4,12,12,10,0,1,
            1 de enero de 2016,9.664,8.713,951,137,125,4,3,32,1,6,7,18,37,12,4,1,545,3,534,0,2,259,7,13,14,87,13,3,67,16,11,8,2,8,9,9,0,1,
            1 de enero de 2015,9.656,8.709,947,147,135,2,4,33,1,7,6,19,38,12,4,2,524,3,517,0,1,266,8,14,21,83,11,3,65,19,13,6,4,8,9,9,0,1,
            1 de enero de 2014,9.621,8.642,979,162,150,3,4,34,2,7,4,24,45,12,2,2,541,6,532,0,0,263,7,11,17,83,11,3,70,20,13,9,5,6,12,12,0,1,
            1 de enero de 2013,9.559,8.556,1.003,182,170,3,5,36,2,7,5,35,49,12,1,2,548,6,537,0,2,260,8,15,15,87,11,4,68,15,10,11,3,4,12,10,1,1,
        30042 Villanueva del Río Segura,
            1 de enero de 2020,1.553,1.372,181,56,52,2,5,7,6,2,7,1,13,4,1,1,43,1,40,0,2,80,7,4,4,20,0,0,15,8,2,1,1,15,2,2,0,0,
            1 de enero de 2019,1.465,1.327,138,54,50,2,3,9,7,3,5,3,13,4,1,1,36,1,33,0,1,46,3,0,3,10,0,0,11,6,2,1,1,5,2,2,0,0,
            1 de enero de 2018,1.371,1.253,118,45,42,3,4,7,6,2,3,4,9,3,1,0,25,1,23,0,1,46,7,2,2,7,0,0,10,5,2,0,1,8,2,2,0,0,
            1 de enero de 2017,1.327,1.237,90,34,31,3,4,6,4,2,0,3,6,3,1,0,20,0,17,0,3,34,5,1,1,5,0,0,13,3,1,0,0,3,2,2,0,0,
            1 de enero de 2016,1.276,1.204,72,32,29,3,4,6,2,1,0,4,5,3,1,0,14,1,13,0,0,25,2,0,2,4,0,0,9,3,1,0,0,2,1,1,0,0,
            1 de enero de 2015,1.254,1.176,78,37,33,3,5,7,2,1,0,4,7,4,2,0,17,1,16,0,0,22,2,0,2,3,0,0,8,2,1,0,0,2,2,2,0,0,
            1 de enero de 2014,1.214,1.140,74,34,31,4,5,7,1,1,0,3,5,3,1,0,14,1,13,0,0,25,2,0,2,2,0,0,10,4,0,0,0,2,1,1,0,0,
            1 de enero de 2013,1.239,1.160,79,32,29,3,5,7,1,1,0,3,4,3,1,0,12,1,11,0,0,34,4,0,0,2,0,0,11,12,0,0,0,2,1,1,0,0,
        30043 Yecla,
            1 de enero de 2020,17.332,15.164,2.168,306,275,9,18,47,2,0,2,75,97,31,6,14,308,21,273,0,7,1.507,46,149,33,176,52,4,735,218,20,22,4,13,46,27,8,1,
            1 de enero de 2019,17.165,15.162,2.003,300,270,9,21,44,1,0,3,66,103,30,6,12,279,20,246,0,5,1.382,46,148,26,126,47,3,718,182,14,22,2,11,40,26,4,2,
            1 de enero de 2018,17.077,15.169,1.908,303,276,8,20,45,2,0,3,65,107,27,7,9,258,20,226,0,4,1.298,44,136,18,111,40,3,709,163,13,23,2,6,46,25,11,3,
            1 de enero de 2017,16.969,15.155,1.814,298,271,11,19,41,3,0,2,61,108,27,6,9,231,17,202,0,3,1.244,44,132,21,102,40,3,705,135,10,22,2,4,39,22,8,2,
            1 de enero de 2016,16.973,15.164,1.809,298,272,10,17,41,2,1,2,60,113,26,6,8,225,16,197,0,3,1.239,47,134,18,102,48,3,720,101,11,22,2,7,46,24,9,1,
